w_connect,w_block,w_center,win_rate_vs_random,wins_vs_random,losses_vs_random,draws_vs_random,avg_turns_win_vs_random,avg_turns_loss_vs_random,win_rate_vs_intuitive_gamer,wins_vs_intuitive_gamer,losses_vs_intuitive_gamer,draws_vs_intuitive_gamer,avg_turns_win_vs_intuitive_gamer,avg_turns_loss_vs_intuitive_gamer,win_rate_vs_mcts,wins_vs_mcts,losses_vs_mcts,draws_vs_mcts,avg_turns_win_vs_mcts,avg_turns_loss_vs_mcts
0.2,1.2,0.2,0.88,44,4,2,6.41,7.0,0.52,26,22,2,6.38,6.45,0.14,7,32,11,7.29,6.94
0.2,1.2,0.4,0.66,33,12,5,6.39,7.17,0.56,28,19,3,6.64,6.42,0.2,10,39,1,6.4,6.67
0.2,1.2,0.6,0.78,39,9,2,7.21,6.67,0.58,29,19,2,6.59,6.42,0.1,5,39,6,6.6,6.82
0.2,1.2,0.8,0.7,35,11,4,7.0,7.09,0.5,25,24,1,6.76,6.5,0.18,9,34,7,5.89,6.88
0.2,1.2,1.0,0.68,34,13,3,6.59,7.54,0.52,26,19,5,6.85,6.84,0.06,3,42,5,5.67,6.9
0.2,1.2,1.2,0.68,34,10,6,7.0,7.4,0.5,25,23,2,7.0,6.7,0.18,9,33,8,6.78,6.55
0.2,1.2,1.4,0.84,42,7,1,6.62,7.14,0.58,29,17,4,6.31,6.47,0.16,8,37,5,5.75,6.86
0.2,1.2,1.6,0.74,37,7,6,6.14,7.43,0.52,26,20,4,6.23,7.2,0.16,8,35,7,7.25,6.74
0.2,1.2,1.8,0.78,39,9,2,6.74,7.56,0.46,23,23,4,6.83,6.7,0.2,10,30,10,6.2,6.93
0.2,1.2,2.0,0.8,40,6,4,6.6,8.0,0.58,29,19,2,6.45,6.84,0.16,8,36,6,5.5,6.61
0.2,1.4,0.0,0.62,31,13,6,6.94,7.38,0.48,24,19,7,6.42,6.42,0.04,2,43,5,5.0,6.7
0.2,1.4,0.2,0.68,34,12,4,6.47,7.33,0.52,26,20,4,6.38,6.2,0.14,7,34,9,6.14,6.76
0.2,1.4,0.4,0.7,35,9,6,6.54,7.33,0.56,28,19,3,6.07,6.63,0.1,5,39,6,6.6,7.13
0.2,1.4,0.6,0.68,34,10,6,6.82,6.8,0.6,30,18,2,6.4,6.44,0.1,5,38,7,5.8,7.05
0.2,1.4,0.8,0.76,38,11,1,7.0,7.45,0.62,31,13,6,6.35,6.31,0.1,5,36,9,6.6,6.78
0.2,1.4,1.0,0.64,32,10,8,6.69,7.8,0.58,29,19,2,6.17,6.63,0.1,5,38,7,6.2,6.58
0.2,1.4,1.2,0.8,40,7,3,6.65,6.86,0.54,27,21,2,6.56,6.76,0.08,4,41,5,5.5,6.63
0.2,1.4,1.4,0.76,38,6,6,6.21,7.0,0.52,26,21,3,6.15,6.95,0.14,7,35,8,6.14,6.69
0.2,1.4,1.6,0.76,38,10,2,6.37,7.6,0.38,19,30,1,6.89,7.07,0.14,7,34,9,6.71,6.94
0.2,1.4,1.8,0.82,41,5,4,6.46,7.2,0.4,20,28,2,6.6,7.21,0.12,6,35,9,6.0,6.97
0.2,1.4,2.0,0.7,35,10,5,6.2,7.8,0.5,25,21,4,6.44,7.24,0.18,9,36,5,5.67,6.89
0.2,1.6,0.0,0.72,36,9,5,6.78,7.33,0.56,28,19,3,6.14,6.11,0.24,12,35,3,5.83,6.74
0.2,1.6,0.2,0.64,32,11,7,6.62,7.27,0.66,33,14,3,6.33,6.57,0.16,8,37,5,6.0,6.65
0.2,1.6,0.4,0.72,36,8,6,6.67,7.0,0.58,29,21,0,5.69,6.19,0.12,6,34,10,6.67,6.71
0.2,1.6,0.6,0.76,38,8,4,6.63,7.25,0.58,29,17,4,5.97,6.35,0.12,6,39,5,6.33,7.08
0.2,1.6,0.8,0.76,38,8,4,6.74,6.75,0.54,27,19,4,6.11,6.63,0.26,13,31,6,5.77,7.29
0.2,1.6,1.0,0.78,39,5,6,6.74,7.6,0.56,28,21,1,6.57,6.67,0.06,3,41,6,6.33,6.83
0.2,1.6,1.2,0.66,33,8,9,6.21,7.5,0.56,28,20,2,6.64,6.6,0.08,4,42,4,6.0,6.57
0.2,1.6,1.4,0.84,42,6,2,6.38,7.67,0.52,26,21,3,6.69,6.95,0.06,3,38,9,6.33,6.84
0.2,1.6,1.6,0.8,40,6,4,6.15,6.33,0.4,20,26,4,6.5,6.77,0.08,4,37,9,6.0,6.7
0.2,1.6,1.8,0.78,39,8,3,6.33,7.0,0.42,21,26,3,6.14,6.92,0.12,6,40,4,6.67,6.5
0.2,1.6,2.0,0.76,38,10,2,6.63,7.8,0.5,25,20,5,6.36,7.3,0.16,8,37,5,6.0,6.92
0.2,1.8,0.0,0.76,38,8,4,6.37,7.5,0.76,38,11,1,5.79,6.18,0.04,2,45,3,8.0,6.98
0.2,1.8,0.2,0.78,39,7,4,6.49,6.29,0.56,28,19,3,5.93,6.42,0.16,8,34,8,5.75,6.65
0.2,1.8,0.4,0.82,41,7,2,6.56,7.43,0.52,26,20,4,6.31,6.1,0.1,5,40,5,6.2,6.65
0.2,1.8,0.6,0.8,40,8,2,6.5,7.0,0.5,25,20,5,6.36,7.1,0.16,8,36,6,6.0,6.78
0.2,1.8,0.8,0.76,38,5,7,6.37,6.8,0.62,31,19,0,6.23,6.63,0.08,4,37,9,5.0,7.03
0.2,1.8,1.0,0.88,44,5,1,6.41,6.0,0.54,27,21,2,6.26,6.57,0.06,3,39,8,6.33,6.72
0.2,1.8,1.2,0.8,40,9,1,6.2,7.56,0.42,21,27,2,6.24,7.04,0.18,9,33,8,5.89,6.73
0.2,1.8,1.4,0.7,35,12,3,6.14,7.83,0.52,26,22,2,6.38,7.18,0.1,5,39,6,5.4,6.82
0.2,1.8,1.6,0.7,35,9,6,6.2,7.11,0.54,27,19,4,6.78,7.26,0.1,5,32,13,5.8,7.06
0.2,1.8,1.8,0.68,34,12,4,6.0,7.33,0.44,22,23,5,6.55,6.87,0.06,3,38,9,6.33,6.79
0.2,1.8,2.0,0.78,39,10,1,6.23,7.6,0.4,20,26,4,6.2,7.54,0.14,7,35,8,5.29,6.91
0.2,2.0,0.0,0.84,42,7,1,6.62,6.86,0.6,30,16,4,5.53,6.0,0.14,7,40,3,6.14,6.9
0.2,2.0,0.2,0.86,43,3,4,6.72,7.33,0.62,31,18,1,6.16,6.11,0.1,5,39,6,5.8,6.72
0.2,2.0,0.4,0.82,41,7,2,6.41,6.86,0.7,35,13,2,5.69,6.46,0.08,4,40,6,7.0,6.65
0.2,2.0,0.6,0.84,42,6,2,6.67,7.0,0.56,28,20,2,5.93,6.7,0.12,6,36,8,5.67,6.78
0.2,2.0,0.8,0.8,40,9,1,6.35,7.11,0.6,30,18,2,6.0,6.44,0.24,12,35,3,6.0,6.86
0.2,2.0,1.0,0.66,33,12,5,6.03,7.33,0.62,31,15,4,6.61,7.33,0.16,8,38,4,5.75,7.0
0.2,2.0,1.2,0.86,43,7,0,6.63,6.86,0.54,27,20,3,6.11,6.8,0.16,8,34,8,5.75,7.18
0.2,2.0,1.4,0.76,38,9,3,6.26,7.11,0.48,24,23,3,6.0,7.3,0.12,6,38,6,5.67,6.58
0.2,2.0,1.6,0.82,41,6,3,6.66,7.0,0.46,23,23,4,6.57,7.22,0.1,5,38,7,6.6,6.63
0.2,2.0,1.8,0.76,38,9,3,6.58,7.56,0.52,26,18,6,6.54,7.0,0.22,11,34,5,5.73,7.12
0.2,2.0,2.0,0.74,37,8,5,6.51,6.75,0.56,28,20,2,6.79,7.4,0.14,7,33,10,5.86,6.97
0.4,0.0,0.0,0.78,39,10,1,6.59,7.6,0.54,27,21,2,6.19,6.38,0.18,9,34,7,5.89,6.82
0.4,0.0,0.2,0.72,36,9,5,6.61,6.89,0.52,26,23,1,6.15,6.43,0.08,4,46,0,5.5,6.74
0.4,0.0,0.4,0.7,35,8,7,6.54,6.5,0.56,28,21,1,6.57,6.29,0.18,9,33,8,5.44,6.91
0.4,0.0,0.6,0.68,34,11,5,6.53,6.91,0.54,27,20,3,6.48,6.4,0.08,4,39,7,6.0,6.67
0.4,0.0,0.8,0.74,37,10,3,6.57,6.8,0.58,29,19,2,6.52,6.11,0.12,6,39,5,5.67,6.77
0.4,0.0,1.0,0.74,37,8,5,6.24,7.5,0.56,28,18,4,6.64,6.56,0.08,4,37,9,6.5,6.54
0.4,0.0,1.2,0.88,44,4,2,6.5,7.5,0.56,28,19,3,6.43,6.53,0.1,5,35,10,5.4,6.8
0.4,0.0,1.4,0.78,39,7,4,6.69,6.86,0.58,29,17,4,6.86,6.35,0.18,9,36,5,6.11,6.89
0.4,0.0,1.6,0.76,38,6,6,6.05,7.0,0.74,37,9,4,6.35,6.44,0.2,10,33,7,5.8,6.67
0.4,0.0,1.8,0.88,44,4,2,6.36,7.0,0.74,37,9,4,6.46,7.11,0.16,8,36,6,5.75,6.78
0.4,0.0,2.0,0.9,45,3,2,6.29,7.33,0.64,32,18,0,6.69,7.22,0.26,13,26,11,5.46,7.46
0.4,0.2,0.0,0.7,35,12,3,6.49,7.17,0.62,31,17,2,6.1,6.0,0.06,3,43,4,6.33,6.84
0.4,0.2,0.2,0.78,39,7,4,6.23,7.14,0.62,31,18,1,6.23,6.11,0.12,6,42,2,6.0,6.81
0.4,0.2,0.4,0.9,45,3,2,6.29,7.33,0.56,28,20,2,6.14,6.1,0.08,4,38,8,7.0,6.95
0.4,0.2,0.6,0.66,33,12,5,6.82,7.0,0.54,27,22,1,6.63,6.27,0.18,9,35,6,5.22,7.03
0.4,0.2,0.8,0.8,40,4,6,6.6,7.0,0.4,20,25,5,5.8,6.4,0.12,6,40,4,5.67,6.7
0.4,0.2,1.0,0.82,41,6,3,6.07,7.33,0.66,33,12,5,6.39,6.0,0.28,14,31,5,6.14,6.77
0.4,0.2,1.2,0.74,37,8,5,6.24,7.75,0.54,27,15,8,6.63,6.4,0.2,10,36,4,5.4,7.0
0.4,0.2,1.4,0.72,36,11,3,6.44,7.64,0.6,30,19,1,6.47,6.42,0.1,5,38,7,6.2,7.0
0.4,0.2,1.6,0.86,43,3,4,6.12,6.67,0.66,33,15,2,6.15,6.67,0.18,9,31,10,6.11,6.97
0.4,0.2,1.8,0.78,39,9,2,6.18,6.89,0.56,28,21,1,6.71,6.86,0.18,9,32,9,5.89,6.75
0.4,0.2,2.0,0.88,44,2,4,6.36,6.0,0.62,31,16,3,6.68,6.5,0.28,14,27,9,5.86,6.74
0.4,0.4,0.0,0.82,41,6,3,6.51,7.33,0.6,30,18,2,5.87,6.11,0.18,9,35,6,5.67,6.74
0.4,0.4,0.2,0.74,37,8,5,6.73,7.25,0.68,34,13,3,5.71,6.31,0.2,10,33,7,5.8,6.61
0.4,0.4,0.4,0.82,41,7,2,6.27,7.71,0.52,26,20,4,6.46,6.4,0.2,10,37,3,5.6,6.65
0.4,0.4,0.6,0.76,38,10,2,6.37,6.6,0.7,35,12,3,6.03,6.33,0.16,8,37,5,6.0,6.97
0.4,0.4,0.8,0.74,37,10,3,6.41,7.4,0.54,27,23,0,6.48,6.61,0.16,8,35,7,5.75,6.86
0.4,0.4,1.0,0.78,39,8,3,6.28,7.5,0.64,32,16,2,6.19,6.38,0.18,9,35,6,6.56,6.8
0.4,0.4,1.2,0.84,42,5,3,6.1,6.8,0.64,32,17,1,6.12,6.47,0.18,9,32,9,6.11,6.44
0.4,0.4,1.4,0.88,44,5,1,6.41,6.8,0.72,36,11,3,6.0,6.55,0.3,15,28,7,6.33,7.0
0.4,0.4,1.6,0.86,43,4,3,6.07,6.5,0.78,39,8,3,6.54,6.5,0.18,9,34,7,6.33,6.65
0.4,0.4,1.8,0.9,45,3,2,5.71,6.67,0.54,27,20,3,6.04,7.0,0.1,5,36,9,5.8,6.72
0.4,0.4,2.0,0.86,43,6,1,6.3,7.0,0.56,28,18,4,6.29,6.78,0.26,13,27,10,5.46,6.89
0.4,0.6,0.0,0.76,38,9,3,6.53,7.11,0.58,29,19,2,6.17,6.32,0.24,12,34,4,5.5,6.71
0.4,0.6,0.2,0.76,38,9,3,6.42,7.33,0.62,31,17,2,5.84,6.24,0.06,3,40,7,5.67,6.7
0.4,0.6,0.4,0.7,35,12,3,6.09,7.5,0.72,36,12,2,6.11,6.17,0.12,6,41,3,5.33,6.78
0.4,0.6,0.6,0.72,36,10,4,6.17,6.8,0.66,33,15,2,6.03,6.53,0.18,9,35,6,5.67,6.69
0.4,0.6,0.8,0.76,38,7,5,6.47,7.14,0.62,31,16,3,6.03,6.62,0.2,10,35,5,5.6,6.86
0.4,0.6,1.0,0.78,39,8,3,6.33,7.25,0.6,30,17,3,6.13,6.59,0.26,13,32,5,6.08,6.62
0.4,0.6,1.2,0.86,43,5,2,6.16,7.2,0.72,36,13,1,6.06,6.46,0.22,11,32,7,5.73,6.81
0.4,0.6,1.4,0.84,42,7,1,5.9,6.86,0.62,31,17,2,6.03,6.82,0.2,10,32,8,5.8,6.69
0.4,0.6,1.6,0.82,41,5,4,6.07,7.6,0.56,28,20,2,6.14,6.8,0.24,12,28,10,5.83,6.93
0.4,0.6,1.8,0.84,42,6,2,6.1,7.33,0.62,31,13,6,6.42,6.92,0.12,6,38,6,6.0,6.68
0.4,0.6,2.0,0.86,43,5,2,6.16,7.2,0.66,33,16,1,6.03,7.25,0.18,9,35,6,5.89,6.63
0.4,0.8,0.0,0.8,40,10,0,6.0,7.0,0.6,30,19,1,5.67,6.11,0.1,5,41,4,5.8,6.83
0.4,0.8,0.2,0.92,46,3,1,6.35,7.33,0.7,35,12,3,5.91,6.5,0.22,11,34,5,5.73,6.88
0.4,0.8,0.4,0.7,35,12,3,6.09,6.83,0.66,33,15,2,6.21,6.67,0.16,8,35,7,5.25,6.63
0.4,0.8,0.6,0.72,36,10,4,6.39,7.0,0.7,35,15,0,6.03,6.27,0.14,7,37,6,5.57,7.03
0.4,0.8,0.8,0.9,45,3,2,6.33,8.0,0.74,37,12,1,5.81,6.83,0.18,9,36,5,5.89,6.83
0.4,0.8,1.0,0.88,44,3,3,6.05,6.67,0.58,29,16,5,6.52,6.5,0.2,10,30,10,5.6,6.93
0.4,0.8,1.2,0.84,42,6,2,6.43,7.33,0.72,36,14,0,5.78,6.86,0.16,8,38,4,5.25,6.63
0.4,0.8,1.4,0.8,40,7,3,6.05,6.86,0.68,34,14,2,6.06,7.0,0.32,16,30,4,6.0,6.67
0.4,0.8,1.6,0.8,40,7,3,5.9,6.86,0.64,32,11,7,5.94,6.55,0.12,6,34,10,6.33,6.76
0.4,0.8,1.8,0.86,43,5,2,5.7,7.2,0.7,35,12,3,5.91,7.0,0.24,12,33,5,5.67,6.91
0.4,0.8,2.0,0.78,39,9,2,5.36,7.33,0.62,31,15,4,6.16,7.2,0.18,9,33,8,5.44,6.79
0.4,1.0,0.0,0.8,40,9,1,6.35,6.89,0.66,33,14,3,5.73,6.0,0.18,9,33,8,5.22,6.79
0.4,1.0,0.2,0.78,39,8,3,6.23,7.25,0.68,34,15,1,5.82,6.27,0.22,11,33,6,5.36,6.85
0.4,1.0,0.4,0.84,42,5,3,5.95,7.2,0.68,34,14,2,5.88,6.14,0.2,10,35,5,5.6,6.8
0.4,1.0,0.6,0.74,37,10,3,6.41,6.4,0.66,33,17,0,5.73,6.24,0.24,12,32,6,5.67,6.69
0.4,1.0,0.8,0.78,39,8,3,6.18,7.75,0.7,35,12,3,5.97,6.67,0.1,5,42,3,5.8,6.86
0.4,1.0,1.0,0.8,40,7,3,5.85,6.86,0.58,29,19,2,5.76,6.63,0.2,10,38,2,5.2,6.95
0.4,1.0,1.2,0.82,41,6,3,6.07,7.0,0.56,28,19,3,6.07,7.05,0.18,9,36,5,5.44,6.89
0.4,1.0,1.4,0.78,39,9,2,5.82,7.33,0.6,30,16,4,6.07,6.88,0.16,8,34,8,5.5,6.76
0.4,1.0,1.6,0.86,43,6,1,5.84,7.33,0.7,35,11,4,6.37,7.09,0.14,7,35,8,5.57,6.51
0.4,1.0,1.8,0.88,44,5,1,5.73,7.6,0.58,29,16,5,6.17,6.62,0.18,9,33,8,5.89,7.27
0.4,1.0,2.0,0.78,39,5,6,6.13,8.0,0.46,23,22,5,6.04,7.0,0.3,15,24,11,5.53,6.92
0.4,1.2,0.0,0.8,40,6,4,6.05,7.0,0.68,34,15,1,6.0,6.13,0.24,12,33,5,5.83,6.55
0.4,1.2,0.2,0.82,41,6,3,5.98,7.0,0.8,40,7,3,5.9,6.0,0.14,7,38,5,5.57,6.47
0.4,1.2,0.4,0.84,42,5,3,6.05,7.2,0.8,40,10,0,6.1,6.6,0.16,8,42,0,6.25,6.62
0.4,1.2,0.6,0.76,38,11,1,6.21,7.09,0.76,38,11,1,5.84,6.36,0.28,14,30,6,5.29,6.8
0.4,1.2,0.8,0.82,41,6,3,6.17,6.67,0.7,35,15,0,5.51,6.53,0.2,10,34,6,5.8,6.59
0.4,1.2,1.0,0.86,43,4,3,6.12,7.5,0.72,36,11,3,6.11,6.55,0.22,11,35,4,5.91,6.51
0.4,1.2,1.2,0.86,43,6,1,5.93,7.33,0.7,35,13,2,6.14,6.92,0.18,9,35,6,5.89,6.63
0.4,1.2,1.4,0.8,40,8,2,6.15,7.75,0.64,32,15,3,5.62,6.8,0.14,7,36,7,5.57,6.44
0.4,1.2,1.6,0.88,44,4,2,5.86,7.5,0.52,26,22,2,5.54,7.36,0.22,11,33,6,5.55,6.91
0.4,1.2,1.8,0.92,46,3,1,5.78,7.33,0.56,28,18,4,6.0,6.89,0.22,11,28,11,5.55,6.93
0.4,1.2,2.0,0.84,42,7,1,5.67,8.0,0.48,24,23,3,5.83,7.3,0.24,12,26,12,6.17,6.85
0.4,1.4,0.0,0.7,35,5,10,6.09,6.8,0.62,31,17,2,5.52,6.47,0.14,7,37,6,5.86,6.92
0.4,1.4,0.2,0.76,38,6,6,6.05,7.33,0.74,37,10,3,6.03,6.6,0.2,10,34,6,5.6,6.76
0.4,1.4,0.4,0.86,43,5,2,5.65,6.8,0.58,29,17,4,5.55,6.24,0.2,10,34,6,5.2,7.06
0.4,1.4,0.6,0.98,49,1,0,5.98,8.0,0.76,38,11,1,6.11,6.55,0.22,11,36,3,6.27,6.67
0.4,1.4,0.8,0.82,41,6,3,5.78,7.67,0.62,31,15,4,5.77,7.33,0.22,11,34,5,5.73,6.94
0.4,1.4,1.0,0.84,42,6,2,5.95,6.67,0.62,31,17,2,5.65,6.59,0.18,9,34,7,5.67,6.65
0.4,1.4,1.2,0.86,43,6,1,5.84,6.67,0.66,33,16,1,5.55,6.75,0.26,13,33,4,5.46,6.67
0.4,1.4,1.4,0.92,46,3,1,5.57,7.33,0.56,28,21,1,5.79,7.33,0.2,10,32,8,5.2,6.62
0.4,1.4,1.6,0.88,44,5,1,5.77,6.8,0.56,28,19,3,5.5,7.05,0.28,14,29,7,5.14,6.62
0.4,1.4,1.8,0.88,44,2,4,5.86,6.0,0.56,28,19,3,6.29,7.16,0.18,9,35,6,5.22,6.57
0.4,1.4,2.0,0.8,40,8,2,5.7,6.75,0.48,24,22,4,5.83,7.0,0.32,16,24,10,5.5,6.75
0.4,1.6,0.0,0.72,36,9,5,6.17,7.33,0.78,39,10,1,6.03,6.2,0.08,4,37,9,5.5,6.76
0.4,1.6,0.2,0.9,45,1,4,5.93,8.0,0.76,38,12,0,6.16,6.33,0.2,10,35,5,5.0,6.74
0.4,1.6,0.4,0.82,41,4,5,5.88,8.0,0.74,37,11,2,5.81,6.36,0.14,7,40,3,5.0,6.8
0.4,1.6,0.6,0.84,42,7,1,6.14,7.43,0.72,36,14,0,5.72,6.86,0.32,16,30,4,5.88,6.93
0.4,1.6,0.8,0.86,43,6,1,5.98,7.67,0.68,34,14,2,5.47,6.43,0.16,8,29,13,5.75,6.69
0.4,1.6,1.0,0.82,41,6,3,5.68,7.0,0.52,26,23,1,5.77,6.43,0.18,9,34,7,5.22,6.82
0.4,1.6,1.2,0.94,47,2,1,5.98,7.0,0.68,34,14,2,5.53,7.14,0.18,9,38,3,6.11,6.79
0.4,1.6,1.4,0.9,45,4,1,5.62,7.5,0.56,28,18,4,5.79,7.22,0.26,13,33,4,5.77,6.36
0.4,1.6,1.6,0.84,42,7,1,5.52,6.57,0.56,28,21,1,5.71,6.95,0.22,11,35,4,5.55,6.91
0.4,1.6,1.8,0.92,46,0,4,5.65,0.0,0.52,26,21,3,5.46,7.33,0.26,13,31,6,5.62,6.71
0.4,1.6,2.0,0.82,41,5,4,5.68,6.8,0.5,25,23,2,6.04,7.48,0.24,12,31,7,5.17,6.77
0.4,1.8,0.0,0.82,41,9,0,6.51,6.67,0.62,31,18,1,5.77,6.11,0.22,11,35,4,5.55,6.57
0.4,1.8,0.2,0.84,42,7,1,6.14,7.43,0.66,33,17,0,5.55,6.47,0.22,11,38,1,5.55,6.84
0.4,1.8,0.4,0.8,40,8,2,6.25,7.0,0.74,37,13,0,5.59,6.62,0.16,8,37,5,5.5,6.76
0.4,1.8,0.6,0.7,35,13,2,5.91,6.77,0.62,31,19,0,5.71,6.63,0.22,11,36,3,5.91,6.44
0.4,1.8,0.8,0.78,39,8,3,5.67,7.0,0.64,32,15,3,5.38,6.8,0.32,16,29,5,5.62,6.76
0.4,1.8,1.0,0.88,44,6,0,5.95,7.0,0.66,33,14,3,5.42,7.14,0.14,7,40,3,5.86,6.75
0.4,1.8,1.2,0.84,42,6,2,5.76,7.67,0.68,34,15,1,6.0,6.93,0.22,11,32,7,5.73,6.75
0.4,1.8,1.4,0.82,41,5,4,6.02,6.4,0.58,29,18,3,5.48,7.22,0.18,9,38,3,5.0,6.89
0.4,1.8,1.6,0.92,46,1,3,5.83,6.0,0.54,27,21,2,5.44,6.95,0.22,11,30,9,5.55,6.87
0.4,1.8,1.8,0.86,43,6,1,5.79,7.33,0.56,28,19,3,5.5,7.26,0.22,11,34,5,5.36,6.76
0.4,1.8,2.0,0.86,43,2,5,5.88,8.0,0.54,27,20,3,5.74,7.1,0.3,15,33,2,5.27,6.79
0.4,2.0,0.0,0.9,45,2,3,5.98,8.0,0.72,36,14,0,5.94,6.14,0.16,8,38,4,5.75,6.79
0.4,2.0,0.2,0.86,43,6,1,6.02,7.67,0.76,38,11,1,5.84,6.36,0.28,14,31,5,5.0,6.97
0.4,2.0,0.4,0.86,43,4,3,5.74,7.5,0.8,40,7,3,5.95,6.86,0.14,7,37,6,5.29,6.65
0.4,2.0,0.6,0.78,39,7,4,5.56,7.43,0.68,34,13,3,5.59,7.08,0.22,11,31,8,5.73,7.1
0.4,2.0,0.8,0.78,39,9,2,5.72,6.89,0.64,32,17,1,5.12,7.18,0.22,11,35,4,5.55,6.97
0.4,2.0,1.0,0.82,41,6,3,5.98,7.67,0.66,33,15,2,5.36,7.33,0.18,9,37,4,5.89,6.59
0.4,2.0,1.2,0.9,45,3,2,5.84,7.33,0.6,30,15,5,5.47,7.33,0.24,12,34,4,5.17,7.24
0.4,2.0,1.4,0.86,43,6,1,5.7,7.67,0.46,23,24,3,5.61,7.5,0.16,8,37,5,5.25,6.81
0.4,2.0,1.6,0.92,46,2,2,5.65,7.0,0.54,27,20,3,5.3,7.3,0.12,6,34,10,5.67,6.88
0.4,2.0,1.8,0.8,40,8,2,5.95,7.25,0.46,23,20,7,5.35,7.2,0.24,12,33,5,5.17,7.03
0.4,2.0,2.0,0.84,42,5,3,5.71,6.8,0.44,22,23,5,5.91,7.04,0.24,12,32,6,5.67,6.69
0.6,0.0,0.0,0.7,35,11,4,6.14,7.82,0.58,29,20,1,6.1,6.3,0.18,9,37,4,5.22,6.86
0.6,0.0,0.2,0.76,38,9,3,6.11,7.56,0.62,31,16,3,5.97,6.62,0.22,11,32,7,5.0,7.06
0.6,0.0,0.4,0.8,40,7,3,5.85,7.43,0.74,37,10,3,6.24,6.4,0.12,6,39,5,6.33,6.67
0.6,0.0,0.6,0.76,38,7,5,6.26,7.14,0.68,34,15,1,5.88,6.67,0.18,9,33,8,5.67,6.79
0.6,0.0,0.8,0.92,46,4,0,5.74,6.5,0.7,35,13,2,6.2,6.46,0.28,14,29,7,5.29,6.55
0.6,0.0,1.0,0.9,45,5,0,5.89,7.2,0.7,35,13,2,5.69,6.31,0.24,12,30,8,5.17,6.67
0.6,0.0,1.2,0.86,43,5,2,5.7,7.2,0.74,37,12,1,5.81,6.5,0.2,10,36,4,5.4,6.94
0.6,0.0,1.4,0.88,44,5,1,5.91,6.8,0.72,36,13,1,5.89,6.46,0.2,10,32,8,5.4,6.56
0.6,0.0,1.6,0.94,47,3,0,6.06,8.0,0.76,38,8,4,6.0,7.0,0.28,14,31,5,5.57,7.16
0.6,0.0,1.8,0.88,44,4,2,5.68,7.0,0.64,32,13,5,5.88,7.08,0.26,13,22,15,5.46,7.0
0.6,0.0,2.0,0.88,44,3,3,5.82,8.0,0.72,36,11,3,5.83,6.73,0.24,12,24,14,5.17,6.58
0.6,0.2,0.0,0.8,40,6,4,5.9,7.0,0.72,36,11,3,6.0,6.73,0.16,8,36,6,5.5,7.0
0.6,0.2,0.2,0.76,38,8,4,5.84,7.0,0.78,39,11,0,5.82,6.36,0.18,9,39,2,5.67,6.72
0.6,0.2,0.4,0.8,40,4,6,5.7,6.5,0.68,34,13,3,5.53,6.15,0.16,8,37,5,6.25,6.86
0.6,0.2,0.6,0.8,40,5,5,5.65,6.8,0.74,37,12,1,5.76,6.17,0.16,8,37,5,5.5,6.86
0.6,0.2,0.8,0.82,41,6,3,5.68,7.67,0.62,31,19,0,5.52,6.74,0.2,10,38,2,5.2,6.74
0.6,0.2,1.0,0.86,43,5,2,5.65,6.8,0.7,35,10,5,5.91,6.8,0.24,12,32,6,5.5,6.69
0.6,0.2,1.2,0.86,43,4,3,5.6,7.0,0.7,35,15,0,5.8,7.07,0.12,6,36,8,6.33,7.0
0.6,0.2,1.4,0.92,46,2,2,5.78,8.0,0.72,36,12,2,5.94,6.5,0.2,10,32,8,5.0,6.81
0.6,0.2,1.6,0.84,42,4,4,5.95,6.5,0.82,41,9,0,5.73,6.89,0.18,9,37,4,5.44,6.59
0.6,0.2,1.8,0.9,45,3,2,5.8,7.33,0.68,34,15,1,5.94,6.8,0.28,14,31,5,5.14,6.84
0.6,0.2,2.0,0.88,44,6,0,5.41,7.33,0.62,31,16,3,5.65,7.12,0.36,18,20,12,5.33,6.9
0.6,0.4,0.0,0.84,42,6,2,5.67,7.33,0.72,36,11,3,5.67,6.18,0.06,3,37,10,5.0,6.76
0.6,0.4,0.2,0.88,44,2,4,6.09,6.0,0.6,30,18,2,5.6,6.44,0.18,9,40,1,5.22,7.0
0.6,0.4,0.4,0.86,43,4,3,5.79,8.0,0.72,36,11,3,5.61,6.0,0.22,11,33,6,5.91,6.73
0.6,0.4,0.6,0.88,44,3,3,6.0,6.67,0.76,38,12,0,5.89,6.67,0.16,8,36,6,5.5,6.89
0.6,0.4,0.8,0.8,40,4,6,5.65,7.0,0.82,41,8,1,5.78,6.25,0.18,9,36,5,5.44,6.94
0.6,0.4,1.0,0.84,42,5,3,5.81,7.6,0.76,38,11,1,5.84,6.73,0.24,12,30,8,5.33,6.4
0.6,0.4,1.2,0.88,44,5,1,5.77,7.6,0.72,36,12,2,5.94,6.5,0.2,10,34,6,5.2,6.76
0.6,0.4,1.4,0.9,45,3,2,5.58,6.67,0.7,35,13,2,5.69,7.23,0.42,21,22,7,5.1,6.73
0.6,0.4,1.6,0.8,40,8,2,5.7,6.75,0.7,35,11,4,5.8,7.09,0.28,14,28,8,5.57,6.93
0.6,0.4,1.8,0.88,44,3,3,5.55,6.0,0.58,29,17,4,5.97,7.41,0.24,12,27,11,5.67,6.52
0.6,0.4,2.0,0.9,45,2,3,6.02,8.0,0.66,33,14,3,5.85,7.14,0.18,9,37,4,5.0,6.65
